fichier;soundfile;soundfile_short;decalage_first_signal;temps..s.;temps_corrected;x..m.;X.dx..m..1;y..m.;X.dy..m..1;z..m.;X.dz..m..1;fsigmax..Hz.;ID;IdTraj;Imp;D;V;CvV;height;distLight;angle;spetrum;round;Vfinal;Site;Type
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1627.19043;1687.39043;6.503783226;0.065013327;4.779684067;0.042004544;2.982216597;0.057322092;39891.29688;20180710_104_red67;93;0.096316856;0.19519043;4.215141139;0.47755102;3.932216597;13.73144114;-4.45993309;red;1;4.215128825;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1627.299194;1687.499194;5.46758604;0.043030646;4.541238308;0.033983465;2.907482624;0.043432258;39409.86719;20180710_104_red67;93;0.069949077;0.108764648;9.80007368;0.438317336;3.857482624;12.80208121;-5.120154395;red;1;9.800132113;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1627.497559;1687.697559;4.351560116;0.021793218;4.728046417;0.021637378;3.036635876;0.036691412;40060.96875;20180710_104_red67;93;0.047847469;0.198364258;5.741454374;0.314845698;3.986635876;12.12246912;-4.795171846;red;1;5.741432889;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1627.606445;1687.806445;3.717391968;0.018541783;4.894602299;0.02565082;3.074755669;0.035180431;39432.85547;20180710_104_red67;93;0.047322563;0.108886719;6.031796009;999;4.024755669;11.81622572;-4.734254356;red;1;6.031835826;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1627.811157;1688.011157;2.380301714;0.00889325;5.011059761;0.016169062;2.981059074;0.027325319;39388.67578;20180710_104_red67;93;0.032972739;0.204711914;999;999;3.931059074;11.09279418;-5.52980505;red;1;6.572251735;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1627.916748;1688.116748;1.767754555;0.006274039;5.425018787;0.018754108;3.064406633;0.030962182;39397.78125;20180710_104_red67;93;0.036738765;0.10559082;7.04598376;999;4.014406633;11.09366333;-5.09704423;red;1;7.045971766;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1628.041626;1688.241626;0.882769823;0.003175356;5.226720333;0.01458052;2.618375063;0.025372606;41126.71484;20180710_104_red67;93;0.029435414;0.12487793;8.093305434;0.07284619;3.568375063;10.53676227;-7.808903585;red;1;8.093300876;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1628.144043;1688.344043;0.234803453;0.00387527;4.916274548;0.016735693;2.408812284;0.024556793;40018.46875;20180710_104_red67;93;0.029968938;0.102416992;7.307713849;0.102945247;3.358812284;10.00634845;-9.439998144;red;1;7.307713292;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1628.23999;1688.43999;-0.515720427;0.004913419;5.329257488;0.018849535;2.501111984;0.02387831;41888.11719;20180710_104_red67;93;0.030815911;0.095947266;8.979967169;0.125650488;3.451111984;10.07840779;-8.840469002;red;1;8.979992026;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1628.412842;1688.612842;-1.674045444;0.008482028;5.085361481;0.022402564;2.094735861;0.021262506;40619.38281;20180710_104_red67;93;0.03202989;0.172851563;7.240527662;0.118648598;3.044735861;9.580026915;-11.77670074;red;1;7.240509337;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1628.518433;1688.718433;-2.506334543;0.013209641;5.131568432;0.028251952;1.649704933;0.021895763;42926.29297;20180710_104_red67;93;0.038106322;0.10559082;8.94897893;0.127974151;2.599704933;9.5591838;-14.54251507;red;1;8.948963697;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1628.713623;1688.913623;-3.794962645;0.022930715;4.808187008;0.034885097;1.190596342;0.029954057;42575.50781;20180710_104_red67;93;0.051381254;0.19519043;7.201550452;999;2.140596342;9.262957841;-17.98043941;red;1;7.201566309;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1639.427246;1699.627246;11.68021679;0.366998345;5.288496971;0.147148341;2.428189278;0.119297549;44178.26563;20180710_104_red67;94;0.413004025;999;999;999;3.378189278;18.29687527;-5.085295718;red;1;999;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1639.609619;1699.809619;10.29657078;0.243034035;5.199182987;0.103572004;2.542815924;0.103785954;44330.48047;20180710_104_red67;94;0.283838381;0.182373047;7.628625864;999;3.492815924;17.06717632;-5.066328514;red;1;7.628627817;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1639.70874;1699.90874;9.545684814;0.189293191;5.150615215;0.094253607;2.674752712;0.089286417;44460.16406;20180710_104_red67;94;0.229538055;0.099121094;7.707082734;0.03550611;3.624752712;16.40459207;-4.808925095;red;1;7.707090048;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1639.801636;1700.001636;8.909425735;0.120647781;5.223252773;0.06359534;2.871181726;0.070951812;43529.25;20180710_104_red67;94;0.153734882;0.092895508;7.210686885;0.034427672;3.821181726;15.9094713;-4.249246596;red;1;7.21064868;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1639.987183;1700.187183;7.591797352;0.07921873;5.368066788;0.0509497;3.194294453;0.061565001;44303.68359;20180710_104_red67;94;0.112524346;0.185546875;7.353259898;0.029112895;4.144294453;14.92858577;-3.285991358;red;1;7.353254942;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1640.076782;1700.276782;6.981404305;0.080078207;5.413928032;0.056515429;3.304872274;0.066442966;44635.10547;20180710_104_red67;94;0.118411067;0.089599609;6.942231225;0.295248416;4.254872274;14.48338692;-2.949001482;red;1;6.942278434;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1640.176025;1700.376025;5.876286507;0.039533548;5.114922523;0.02933551;3.290576458;0.042243395;43112.65625;20180710_104_red67;94;0.064868929;0.099243164;11.53674219;0.306103924;4.240576458;13.46103903;-3.234139538;red;1;11.53676127;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1640.278442;1700.478442;5.193996429;0.028585469;5.327370644;0.026496937;3.422692537;0.04172175;43713.36719;20180710_104_red67;94;0.057095719;0.102416992;7.095607883;0.351461861;4.372692537;13.11193838;-2.742218158;red;1;7.09560735;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1640.380859;1700.580859;4.571412086;0.035902578;5.283331394;0.033180155;3.423915148;0.045096561;43996.58594;20180710_104_red67;94;0.066510282;0.102416992;6.094117471;0.398736864;4.373915148;12.65074421;-2.836724741;red;1;6.094117007;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1640.476807;1700.676807;4.370818138;0.036130819;6.394654274;0.047047541;3.806907892;0.056216192;42392.96094;20180710_104_red67;94;0.081726173;0.095947266;12.42828131;0.364544762;4.756907892;13.34835299;-1.043493667;red;1;12.42818619;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1640.579224;1700.779224;3.215859175;0.012213872;5.743134022;0.022154721;3.701164722;0.034283642;43650.64063;20180710_104_red67;94;0.042607258;0.102416992;12.98866057;0.378213263;4.651164722;12.12926091;-1.648043157;red;1;12.98865957;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1640.681641;1700.881641;2.620481253;0.017769322;5.706254005;0.030880615;3.790645123;0.04144226;41979.41797;20180710_104_red67;94;0.054651826;0.102416992;5.889578943;0.409956266;4.740645123;11.75199574;-1.264563629;red;1;5.889578495;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1640.864014;1701.064014;1.348137975;0.00724588;6.330329895;0.027644478;4.049494267;0.033261724;41889.51172;20180710_104_red67;94;0.043852733;0.182373047;7.899198622;0.167441931;4.999494267;11.63263924;-0.002490956;red;1;7.899200653;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1640.956787;1701.156787;0.874865949;0.005193836;6.369326115;0.027238177;4.35413599;0.032258209;42763.19922;20180710_104_red67;94;0.042538057;0.092773438;6.081406212;0.183297104;5.30413599;11.46210019;1.520467782;red;1;6.081434891;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1641.081543;1701.281543;-0.154577181;0.004071099;6.191236973;0.026104487;4.009243011;0.028110839;41927.80078;20180710_104_red67;94;0.03857768;0.124755859;8.818751508;999;4.959243011;10.8926695;-0.214383524;red;1;8.818741569;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1641.177612;1701.377612;-0.750225604;0.008576454;6.242204666;0.040674999;3.987567902;0.039797883;42092.22656;20180710_104_red67;94;0.057548959;0.096069336;999;999;4.937567902;10.74558923;-0.332891551;red;1;6.226959995;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1641.270386;1701.470386;-1.38187325;0.013254647;6.196761608;0.043150675;3.777970314;0.044590652;44397.67188;20180710_104_red67;94;0.06345071;0.092773438;7.190252509;999;4.727970314;10.53102726;-1.480186725;red;1;7.190208911;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1677.37915;1737.57915;-0.398195326;0.002074669;-1.906606436;0.003587559;0.844868362;0.015126509;40031.02344;20180710_104_red67;i95_626;0.015683944;999;0.240213908;1.288196105;1.794868362;5.256249836;-37.57326183;red;NA;0.240213908;67;individual_position
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1688.822388;1749.022388;12.57781124;0.551342189;5.181193829;0.209047228;1.41141963;0.153996646;43183.36719;20180710_104_red67;i96_627;0.609420971;999;1.29302921;1.167019896;2.36141963;19.13322378;-7.926675451;red;NA;1.29302921;67;individual_position
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1689.107178;1749.307178;11.18257999;0.285404086;5.213389397;0.116216645;1.935430765;0.104631282;42492.96094;20180710_104_red67;i96_628;0.325437407;0.284790039;5.234509669;0.833448556;2.885430765;17.88487301;-6.790093144;red;NA;5.234509669;67;individual_position
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1689.18396;1749.38396;10.3620739;0.258641213;5.081080914;0.106641464;1.808393955;0.110041633;42287.82813;20180710_104_red67;i96_629;0.300627411;0.076782227;10.94990484;0.48115896;2.758393955;17.13942808;-7.515044283;red;NA;10.94990484;67;individual_position
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1689.331177;1749.531177;9.721429825;0.332170159;5.23492384;0.145800784;2.116245985;0.155582041;43427.34766;20180710_104_red67;i96_630;0.394715916;0.147216797;4.939866265;0.466504252;3.066245985;16.65235297;-6.66851593;red;NA;4.939866265;67;individual_position
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1689.420776;1749.620776;9.248772621;0.17070882;5.344434738;0.089138605;2.194422722;0.090466723;43387.14844;20180710_104_red67;i96_631;0.212770816;0.089599609;5.484797622;0.331174162;3.144422722;16.31844366;-6.529250334;red;NA;5.484797622;67;individual_position
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1689.51355;1749.71355;8.45234108;0.337078005;5.201135635;0.224691868;2.04422307;0.115830041;45414.48047;20180710_104_red67;i96_632;0.421336701;0.092773438;8.871524008;0.284792166;2.99422307;15.61232963;-7.38141393;red;NA;8.871524008;67;individual_position
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1689.612793;1749.812793;8.228175163;0.134718969;5.545982838;0.077209182;2.429460764;0.092155278;44289.15625;20180710_104_red67;i96_633;0.180563157;0.099243164;5.67838225;0.221097354;3.379460764;15.59744221;-5.963665257;red;NA;5.67838225;67;individual_position
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1689.70874;1749.90874;7.543515682;0.066958971;5.525966644;0.045430657;2.420491457;0.059889067;43716.32031;20180710_104_red67;96;0.100668509;0.095947266;7.139450264;999;3.370491457;15.05496904;-6.213711073;red;4;999;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1689.80481;1750.00481;7.025808334;0.076025032;5.537552834;0.056891855;2.507264376;0.064051077;43172.01953;20180710_104_red67;96;0.11453833;0.096069336;5.465394627;999;3.457264376;14.65992485;-6.040699918;red;4;5.46535685;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1689.993652;1750.193652;5.443898678;0.041234888;5.003645897;0.0308166;2.465350628;0.044675507;43353.96094;20180710_104_red67;96;0.06816069;0.188842773;8.843892821;0.276437828;3.415350628;13.14397106;-6.924476523;red;4;8.843929041;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1690.182373;1750.382373;4.356057644;0.020310029;5.008687973;0.022732152;2.624530792;0.036471345;42018.92969;20180710_104_red67;96;0.04753322;0.188720703;5.825736381;0.248949238;3.574530792;12.36980682;-6.617340628;red;4;5.825727217;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1690.483154;1750.683154;2.571732521;0.007869994;5.086252689;0.017528759;2.679995298;0.029266424;41799.70703;20180710_104_red67;96;0.035010253;0.30078125;5.940766638;0.070191673;3.629995298;11.29710446;-6.965428295;red;4;5.940771577;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1690.671997;1750.871997;1.326597095;0.004793222;5.197637558;0.015573505;2.649873257;0.0282743;41887.59375;20180710_104_red67;96;0.032633496;0.188842773;6.621753915;0.065630765;3.599873257;10.72051902;-7.504410711;red;4;6.621745967;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1690.764771;1750.964771;0.752754629;0.005800487;5.436406136;0.022178067;2.611669064;0.030935513;42194.69922;20180710_104_red67;96;0.038503484;0.092773438;6.712136034;0.072449648;3.561669064;10.66317182;-7.752127343;red;4;6.712095341;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1690.864014;1751.064014;0.008555732;0.003889104;5.418989658;0.017254276;2.539081335;0.025057048;42097.94922;20180710_104_red67;96;0.030670683;0.099243164;999;0.079636526;3.489081335;10.34740356;-8.396298074;red;4;7.536384023;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1690.959961;1751.159961;-0.472505629;0.00589412;5.825854778;0.026626879;2.951275587;0.029634068;42269.12109;20180710_104_red67;96;0.040272935;0.095947266;7.847053092;0.30443606;3.901275587;10.49751561;-6.007876781;red;4;7.847074817;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1691.062378;1751.262378;-1.285724044;0.006969525;5.153755188;0.019845959;2.207525492;0.022160923;42097.08203;20180710_104_red67;96;0.030553934;0.102416992;12.60353474;0.231046139;3.157525492;9.723849049;-10.9224367;red;4;12.60353378;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1691.155151;1751.355151;-2.153623343;0.012050762;5.56483984;0.023337774;2.368504524;0.02710554;42237.36719;20180710_104_red67;96;0.037743647;0.092773438;10.49580612;1.013875112;3.318504524;9.885478995;-9.793489207;red;4;10.49585561;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1691.251221;1751.451221;-1.195228934;0.001796412;0.014707077;0.003243381;0.979667068;0.005487131;43340.14063;20180710_104_red67;i96_645;0.006622328;0.096069336;60.38325788;0.726275043;1.929667068;5.780273174;-32.08483632;red;NA;60.38325788;67;individual_position
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1691.436768;1751.636768;-4.157514572;0.023850841;5.179611206;0.032663498;1.821195722;0.022895018;42895.41406;20180710_104_red67;96;0.046475247;0.185546875;32.40841655;0.774542262;2.771195722;9.447626223;-13.64536243;red;4;7.502055419;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1691.536011;1751.736011;-4.96630764;0.034673598;5.051019669;0.044754438;1.80432725;0.021110401;43686.41797;20180710_104_red67;96;0.060422406;0.099243164;8.253721956;999;2.75432725;9.375380184;-13.85872631;red;4;8.2537356;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1691.692749;1751.892749;-5.973727226;0.051851496;4.90922308;0.053838056;2.089775324;0.021613369;41208.58594;20180710_104_red67;96;0.077809071;0.156738281;6.741407928;999;3.039775324;9.333398943;-12.12367643;red;4;6.741420023;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1691.865601;1752.065601;10.55871677;0.220319986;4.421055794;0.078559101;2.791303635;0.084258094;45106.56641;20180710_104_red67;96;0.248619901;0.115234375;95.77304601;1.415145902;3.741303635;16.86578582;-4.279972721;red;1;999;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1691.974365;1752.174365;9.85080719;0.170383215;4.357949257;0.069688916;2.858602524;0.072740331;43689.74609;20180710_104_red67;96;0.197934688;0.108764648;6.563677163;1.467603898;3.808602524;16.22096186;-4.212054236;red;1;6.563716258;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1692.073608;1752.273608;9.437960625;0.145486936;4.399372578;0.061134968;2.960489273;0.068781793;44381.52344;20180710_104_red67;96;0.172147808;0.099243164;4.305041435;0.216882578;3.910489273;15.88443512;-3.932995817;red;1;4.305048549;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1692.172852;1752.372852;8.809059143;0.107551888;4.395645618;0.046124317;2.968900442;0.058728743;43824.13281;20180710_104_red67;96;0.130934817;0.099243164;6.337653322;0.203208462;3.918900442;15.3534243;-4.037779587;red;1;6.337599943;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1692.268799;1752.468799;8.216301918;0.08637806;4.468400002;0.043179009;2.981920958;0.05318727;44393.11719;20180710_104_red67;96;0.110247366;0.095947266;6.225788203;0.012352292;3.931920958;14.90277236;-4.109901915;red;1;6.22580544;67;trajectory
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M0_1_646.xls;File_Y2018M7D10H23M0_1_646.xls;Y2018M7D10H23M0;60.2;1692.355225;1752.555225;7.674656868;0.096703075;4.520490646;0.054691728;2.895038128;0.059434276;46343.28906;20180710_104_red67;96;0.12599644;0.086425781;6.375836828;0.377347514;3.845038128;14.49932104;-4.568808563;red;1;6.37582069;67;trajectory
