ID;x..m.;LightSide;EdgeSide;Imp;distLight;angle;spetrum;Site;SpeciesGroup
20180717_43_white3;2.176864624;Left;Forest;0.188547536;8.809530801;6.411525646;white;3;Pip
20180717_43_white3;2.912163973;Left;Forest;0.243614756;9.564151622;7.834566072;white;3;Pip
20180717_43_white3;3.929166555;Left;Forest;0.336188864;10.54653829;4.323310158;white;3;Pip
20180717_43_white3;3.400765657;Left;Forest;0.280002253;9.964383523;-2.605622715;white;3;Pip
20180717_43_white3;5.19257021;Left;Open;0.730497677;12.93339511;2.687269634;white;3;Pip
20180717_43_white3;1.934617996;Left;Open;0.462624916;10.91241927;10.74112032;white;3;Pip
20180717_43_white3;1.411124706;Left;Open;0.394547846;10.25216883;11.90823551;white;3;Pip
20180717_43_white3;0.25249216;Left;Forest;0.280869763;8.914726592;16.91212334;white;3;Pip
20180717_43_white3;-1.428791404;Left;Forest;0.208166728;7.648100591;27.45998609;white;3;Pip
20180717_43_white3;-4.561394691;Right;Forest;0.292532036;8.035176113;44.44474885;white;3;Pip
20180717_43_white3;5.378997803;Left;Open;0.862021954;13.55821612;0.351221674;white;3;Pip
20180717_43_white3;4.667182446;Left;Open;0.608649777;12.28887942;0.668404056;white;3;Pip
20180717_43_white3;3.477424383;Left;Forest;0.315329953;10.26967445;-0.192804294;white;3;Pip
20180717_43_white3;3.016685486;Left;Forest;0.19880439;9.202188223;4.170107063;white;3;Pip
20180717_43_white3;2.585874319;Left;Forest;0.136080449;8.340255496;7.036487351;white;3;Pip
20180717_43_white3;2.536268711;Left;Forest;0.149678015;7.842804588;21.36532053;white;3;Pip
20180717_43_white3;3.078207731;Left;Forest;0.283919066;7.93366008;23.07584967;white;3;Pip
20180717_43_white3;4.908942223;Left;Forest;0.262208476;9.963787235;16.75020984;white;3;Pip
20180717_43_white3;4.919611454;Left;Forest;0.266772387;10.42694159;14.35925839;white;3;Pip
20180717_43_white3;4.687920094;Left;Forest;0.332575522;10.89476769;11.45388437;white;3;Pip
20180717_43_white3;4.249167919;Left;Open;0.563318533;11.9526809;7.450103408;white;3;Pip
20180717_43_white3;4.041177273;Left;Open;0.707774777;12.50276163;5.94754198;white;3;Pip
20180717_43_white3;5.950654984;Left;Open;0.960708247;14.00724894;0.327174849;white;3;Pip
20180717_43_white3;5.693956852;Left;Open;0.841489798;13.45457144;-0.17158048;white;3;Pip
20180717_43_white3;5.505485058;Left;Open;0.730712045;12.95135885;-0.083106747;white;3;Pip
20180717_43_white3;4.965229034;Left;Forest;0.537064819;11.89574685;0.000196137;white;3;Pip
20180717_43_white3;4.621260166;Left;Forest;0.449240757;11.33467763;-0.22152456;white;3;Pip
20180717_43_white3;3.719279051;Left;Forest;0.25452322;9.870586928;0.164680066;white;3;Pip
20180717_43_white3;3.203058958;Left;Forest;0.197526636;9.240577299;-0.975903751;white;3;Pip
20180717_43_white3;2.878403425;Left;Forest;0.158768408;8.74606481;0.686108423;white;3;Pip
20180717_43_white3;2.354308367;Left;Forest;0.127525899;8.192825104;0.340114497;white;3;Pip
20180717_43_white3;1.866677165;Left;Forest;0.106028811;7.701132763;0.879840726;white;3;Pip
20180717_43_white3;1.19555378;Left;Forest;0.089633087;7.118800796;2.841403022;white;3;Pip
20180717_43_white3;0.631433547;Left;Forest;0.085973255;6.7964152;3.700922242;white;3;Pip
20180717_43_white3;0.165930852;Left;Forest;0.091921072;6.671365823;4.710196778;white;3;Pip
20180717_43_white3;-0.545303345;Left;Forest;0.119593379;6.771685093;4.625076069;white;3;Pip
20180717_43_white3;-0.82160145;Left;Forest;0.158188427;7.140775315;7.265960279;white;3;Pip
20180717_43_white3;-1.29887712;Left;Forest;0.204136301;7.495629037;3.225495031;white;3;Pip
20180717_43_white3;-1.779978752;Left;Open;0.393378041;9.049063764;3.581499124;white;3;Pip
20180717_43_white3;-1.855021;Left;Open;0.45979925;9.530062326;3.533193918;white;3;Pip
20180717_43_white3;-1.985466957;Left;Open;0.673717136;10.87206507;2.681393222;white;3;Pip
20180717_43_white3;-5.399424553;Right;Forest;0.208186805;4.802336605;-5.455347502;white;3;Pip
20180717_43_white3;-4.095890045;Right;Forest;0.140905617;5.088563397;10.43132367;white;3;Pip
20180717_43_white3;-2.137382269;Left;Forest;0.091024613;5.362945998;3.928346666;white;3;Pip
20180717_43_white3;-0.444667518;Left;Forest;0.108028806;6.613363528;9.206313795;white;3;Pip
20180717_43_white3;0.159788057;Left;Forest;0.116980147;6.922117745;6.322605387;white;3;Pip
20180717_43_white3;1.507167816;Left;Forest;0.178989314;8.45177354;16.3311731;white;3;Pip
20180717_43_white3;1.917527437;Left;Forest;0.121640454;7.935513747;-0.119413844;white;3;Pip
20180717_43_white3;3.373042583;Left;Forest;0.27016755;9.898057022;-1.292364822;white;3;Pip
20180717_43_white3;5.465857506;Left;Open;0.803415215;13.20783138;1.127036011;white;3;Pip
20180717_43_white3;5.767727852;Left;Open;0.884248045;13.53872835;-2.461093013;white;3;Pip
20180717_43_white3;5.577364922;Left;Open;0.827950254;13.23922838;-2.151153092;white;3;Pip
20180717_43_white3;4.339774609;Left;Forest;0.46503464;11.33239012;-3.921204803;white;3;Pip
20180717_43_white3;4.603876591;Left;Forest;0.458327426;11.38173525;-1.51707526;white;3;Pip
20180717_43_white3;4.150221348;Left;Forest;0.349692242;10.62531129;-1.246307664;white;3;Pip
20180717_43_white3;3.413250923;Left;Forest;0.247004232;9.741716286;-1.286613617;white;3;Pip
20180717_43_white3;2.865265369;Left;Forest;0.202761024;9.214818366;-2.823815594;white;3;Pip
20180717_43_white3;2.514254093;Left;Forest;0.164468454;8.703222954;-0.202970585;white;3;Pip
20180717_43_white3;1.919733167;Left;Forest;0.134166848;8.14964411;-0.804297789;white;3;Pip
20180717_43_white3;0.828322649;Left;Forest;0.103224221;7.246702968;0.18439339;white;3;Pip
20180717_43_white3;0.281942666;Left;Forest;0.100705286;6.93971006;0.227675472;white;3;Pip
20180717_43_white3;-0.666246831;Left;Forest;0.119779309;6.753655447;1.240206133;white;3;Pip
20180717_43_white3;-1.595760584;Left;Forest;0.178559209;7.086795645;0.561206682;white;3;Pip
20180717_43_white3;-2.028579712;Left;Forest;0.28610751;7.990693134;0.871836877;white;3;Pip
20180717_43_white3;-2.282797813;Left;Open;0.386836402;8.777848171;3.546988924;white;3;Pip
20180717_43_white3;5.908611774;Left;Open;0.989599037;14.00116486;-1.990246568;white;3;Pip
20180717_43_white3;5.798139572;Left;Open;0.940250959;13.72607417;-1.644401728;white;3;Pip
20180717_43_white3;5.051374912;Left;Open;0.652029634;12.46775804;-1.742956479;white;3;Pip
20180717_43_white3;4.746958256;Left;Forest;0.523225989;11.81771567;-0.531520095;white;3;Pip
20180717_43_white3;4.399653435;Left;Forest;0.415277504;11.08628495;-1.216612834;white;3;Pip
20180717_43_white3;3.888664484;Left;Forest;0.312200031;10.3167097;-2.645411887;white;3;Pip
20180717_43_white3;3.983849287;Left;Forest;0.277808629;10.11434558;0.500842972;white;3;Pip
20180717_43_white3;3.278722763;Left;Forest;0.191573084;9.202035929;-1.204238739;white;3;Pip
20180717_43_white3;3.105614185;Left;Forest;0.161719441;8.828723451;0.418156519;white;3;Pip
20180717_43_white3;2.817048073;Left;Forest;0.133716363;8.371234739;1.869864542;white;3;Pip
20180717_43_white3;2.340813637;Left;Forest;0.104489723;7.599720939;4.301632035;white;3;Pip
20180717_43_white3;2.132606268;Left;Forest;0.101912107;7.221617131;5.945109531;white;3;Pip
20180717_43_white3;2.032211781;Left;Forest;0.122655685;6.865806544;10.07087975;white;3;Pip
20180717_43_white3;2.038595915;Left;Forest;0.167238266;6.694269476;14.28197799;white;3;Pip
20180717_43_white3;4.844932556;Left;Forest;0.274856889;9.608838492;13.44788203;white;3;Pip
20180717_43_white3;4.914062977;Left;Forest;0.246713182;10.01803272;11.84903819;white;3;Pip
20180717_43_white3;4.847520351;Left;Forest;0.270128133;10.427263;10.58070432;white;3;Pip
20180717_43_white3;4.721941471;Left;Forest;0.33793036;10.88610989;9.159813446;white;3;Pip
20180717_43_white3;4.663686752;Left;Forest;0.48953407;11.74250696;6.992673834;white;3;Pip
20180717_43_white3;4.709377766;Left;Open;0.564459502;12.18272652;6.154123347;white;3;Pip
20180717_43_white3;5.358148575;Left;Open;0.918898655;13.76302884;-0.154899403;white;3;Pip
20180717_43_white3;5.020150185;Left;Open;0.754240359;13.03118101;-0.077087892;white;3;Pip
20180717_43_white3;4.446144104;Left;Open;0.526420822;11.7999192;-0.084365253;white;3;Pip
20180717_43_white3;3.430338621;Left;Forest;0.275882168;9.955331041;-1.31646076;white;3;Pip
20180717_43_white3;3.510307312;Left;Forest;0.266108968;9.938314689;3.110542393;white;3;Pip
20180717_43_white3;2.705392838;Left;Forest;0.136334498;8.351773169;6.450623255;white;3;Pip
20180717_43_white3;2.139020205;Left;Forest;0.101787449;7.397196061;6.87979628;white;3;Pip
20180717_43_white3;2.098020315;Left;Forest;0.130597965;6.987937631;13.3144553;white;3;Pip
20180717_43_white3;2.273952484;Left;Forest;0.202263607;7.004202064;19.49728847;white;3;Pip
20180717_43_white3;4.928963661;Left;Forest;0.255265613;10.0143591;15.71105836;white;3;Pip
20180717_43_white3;5.276207924;Left;Forest;0.309137138;10.91320119;15.04390044;white;3;Pip
20180717_43_white3;5.045642853;Left;Forest;0.360370327;11.17178303;12.5431565;white;3;Pip
20180717_43_white3;5.052170753;Left;Forest;0.490339281;11.90077706;10.1586339;white;3;Pip
20180717_43_white3;5.11528492;Left;Open;0.634106601;12.61575274;6.864280616;white;3;Pip
20180717_43_white3;5.496709347;Left;Open;0.858357407;13.62217444;4.988935473;white;3;Pip
20180717_43_white3;4.90799284;Left;Open;0.591904446;13.82413169;-9.692485518;white;3;Pip
20180717_43_white3;5.430167198;Left;Open;0.828895057;13.38197476;-0.053771082;white;3;Pip
20180717_43_white3;4.743789673;Left;Open;0.567361891;12.07540719;0.331191555;white;3;Pip
20180717_43_white3;3.982280731;Left;Forest;0.367221124;10.74501166;0.48171853;white;3;Pip
20180717_43_white3;4.038769722;Left;Forest;0.339118133;10.56878706;2.017445893;white;3;Pip
20180717_43_white3;3.462597132;Left;Forest;0.250803864;9.796454326;2.7539071;white;3;Pip
20180717_43_white3;2.761330366;Left;Forest;0.161528952;8.748995559;1.404802455;white;3;Pip
20180717_43_white3;1.872733831;Left;Forest;0.097484158;7.525966183;1.070090297;white;3;Pip
20180717_43_white3;0.353718758;Left;Forest;0.070094677;6.145302372;7.531335155;white;3;Pip
20180717_43_white3;-0.901776135;Left;Forest;0.07447853;5.722766988;10.0610948;white;3;Pip
20180717_43_white3;-2.24997735;Left;Forest;0.202335861;6.983116385;7.395952694;white;3;Pip
20180717_43_white3;-2.505778313;Left;Forest;0.310202701;7.953205269;5.520000682;white;3;Pip
20180717_43_white3;-2.380894899;Left;Open;0.511368393;9.603486344;3.299106905;white;3;Pip
20180717_43_white3;-2.099388838;Left;Open;0.741877811;11.19388967;4.071276525;white;3;Pip
20180717_43_white3;-4.271172523;Right;Forest;0.198027293;5.049532553;-19.05046946;white;3;Pip
20180717_43_white3;-5.564586163;Right;Forest;0.294733528;6.163245805;7.715775785;white;3;Pip
20180717_43_white3;-4.956486225;Right;Forest;0.306451849;6.495267613;7.638790134;white;3;Pip
20180717_43_white3;-3.883094072;Left;Forest;0.22202051;6.241718869;6.694133633;white;3;Pip
20180717_43_white3;-4.64225626;Right;Forest;0.327935319;6.728872691;11.75751544;white;3;Pip
20180717_43_white3;-2.212662458;Left;Forest;0.182686342;6.755753567;0.948157451;white;3;Pip
20180717_43_white3;-2.02765584;Left;Forest;0.228242832;7.39324226;10.93170832;white;3;Pip
20180717_43_white3;-0.811006904;Left;Forest;0.217351198;7.786393582;7.808307742;white;3;Pip
20180717_43_white3;-0.216696188;Left;Forest;0.257742874;8.533896574;12.78883109;white;3;Pip
20180717_43_white3;2.276425123;Left;Forest;0.363929805;10.35393223;14.49954119;white;3;Pip
20180717_43_white3;3.810671568;Left;Open;0.475586192;11.55192797;10.44202873;white;3;Pip
20180717_43_white3;5.081885815;Left;Open;0.844766352;13.60727726;7.998698743;white;3;Pip
20180717_43_white3;2.025001764;Left;Forest;0.251334117;6.343379569;15.25650422;white;3;Pip
20180717_43_white3;2.719112635;Left;Forest;0.144421609;7.563776895;12.0757567;white;3;Pip
20180717_43_white3;2.577363491;Left;Forest;0.118619517;7.971315462;6.396097795;white;3;Pip
20180717_43_white3;2.604570389;Left;Forest;0.171942467;8.795323847;1.394213368;white;3;Pip
20180717_43_white3;3.685813665;Left;Forest;0.394612611;10.88321402;5.235955941;white;3;Pip
20180717_43_white3;4.546590328;Left;Open;0.547983232;12.01850273;3.387095856;white;3;Pip
20180717_43_white3;4.278597832;Left;Forest;0.443839319;11.37067566;4.097667764;white;3;Pip
20180717_43_white3;4.017937183;Left;Forest;0.356129027;10.78948333;7.810616529;white;3;Pip
20180717_43_white3;3.010077953;Left;Forest;0.19460118;9.180421245;7.5964112;white;3;Pip
20180717_43_white3;2.308586836;Left;Forest;0.115577423;7.868662894;11.7359764;white;3;Pip
20180717_43_white3;8.630578995;Left;Forest;0.720877719;14.8822834;22.67068033;white;3;Pip
20180717_43_white3;5.178521156;Left;Forest;0.35897283;11.68384354;20.74194207;white;3;Pip
20180717_43_white3;3.602189779;Left;Forest;0.245154245;10.08795309;18.30598786;white;3;Pip
20180717_43_white3;2.241157293;Left;Forest;0.169051643;8.750733726;18.63503303;white;3;Pip
20180717_43_white3;1.380987167;Left;Forest;0.122500409;7.674069143;12.926146;white;3;Pip
20180717_43_white3;0.817229509;Left;Forest;0.127612876;7.644975497;20.97613204;white;3;Pip
20180717_43_white3;-0.059685204;Left;Forest;0.109251048;6.674696643;16.38675241;white;3;Pip
20180717_43_white3;-2.069071293;Left;Forest;0.088408394;5.314863776;15.83912933;white;3;Pip
20180717_43_white3;-2.973814726;Left;Forest;0.100693759;4.92849092;16.6759259;white;3;Pip
20180717_43_white3;-4.084125042;Right;Forest;0.126069022;4.39337426;13.29191172;white;3;Pip
20180717_43_white3;4.750514507;Left;Open;0.575409037;12.23969239;5.98356876;white;3;Pip
20180717_43_white3;3.334701777;Left;Forest;0.282832649;10.00091352;2.707595504;white;3;Pip
20180717_43_white3;2.774882078;Left;Forest;0.224206473;9.325056115;0.336156254;white;3;Pip
20180717_43_white3;1.758898497;Left;Forest;0.109608894;7.62396319;9.565997964;white;3;Pip
20180717_43_white3;0.474179655;Left;Forest;0.076397649;6.296502735;12.60973387;white;3;Pip
20180717_43_white3;-0.995515883;Left;Forest;0.079803627;5.679493748;20.07251907;white;3;Pip
20180717_43_white3;-2.072969913;Left;Forest;0.113985754;5.889376436;19.86057883;white;3;Pip
20180717_43_white3;-2.307109118;Left;Forest;0.231457571;7.285229469;10.45324543;white;3;Pip
20180717_43_white3;-2.048069;Left;Open;0.342472622;8.465785433;4.163579654;white;3;Pip
20180717_43_white3;5.505383492;Left;Open;0.824500201;13.41334813;1.117507034;white;3;Pip
20180717_43_white3;4.84180975;Left;Open;0.572859971;12.13994016;1.29991845;white;3;Pip
20180717_43_white3;3.940473318;Left;Forest;0.372700445;10.75806058;-0.356013516;white;3;Pip
20180717_43_white3;3.648859739;Left;Forest;0.300625976;10.21620923;0.965819521;white;3;Pip
20180717_43_white3;3.00519371;Left;Forest;0.188971056;9.113295162;4.951090452;white;3;Pip
20180717_43_white3;2.152388811;Left;Forest;0.124786281;8.041717627;5.160349455;white;3;Pip
20180717_43_white3;1.344244361;Left;Forest;0.091529378;7.083022167;10.05450629;white;3;Pip
20180717_43_white3;0.127090573;Left;Forest;0.082130953;6.07775988;19.19375328;white;3;Pip
20180717_43_white3;-1.172258139;Left;Forest;0.081106724;5.634487388;22.62003414;white;3;Pip
20180717_43_white3;-2.063727856;Left;Forest;0.145024926;6.326029388;18.15100705;white;3;Pip
20180717_43_white3;-1.957373619;Left;Forest;0.230217477;7.429476126;4.183289715;white;3;Pip
20180717_43_white3;-2.021342516;Left;Open;0.359965883;8.662969671;4.450881294;white;3;Pip
20180717_43_white3;-1.594499826;Left;Open;0.50911834;9.916791428;-0.700377192;white;3;Pip
20180717_43_white3;4.778922081;Left;Open;0.73772687;12.99693354;1.76633682;white;3;Pip
20180717_43_white3;4.65333128;Left;Open;0.632234582;12.52184786;4.529950252;white;3;Pip
20180717_43_white3;4.027231693;Left;Open;0.457491375;11.44044415;6.956911184;white;3;Pip
20180717_43_white3;2.415419102;Left;Forest;0.145470166;8.422304073;9.714129651;white;3;Pip
20180717_43_white3;2.479030609;Left;Forest;0.136898549;8.329748497;14.33036591;white;3;Pip
20180717_43_white3;2.101201534;Left;Forest;0.112746727;7.655821824;14.39670362;white;3;Pip
20180717_43_white3;2.079051733;Left;Forest;0.12909648;7.257667168;18.67465221;white;3;Pip
20180717_43_white3;0.516744256;Left;Forest;0.271598309;8.985203249;0.026904788;white;3;Pip
20180717_43_white3;-1.7261554;Left;Forest;0.128103499;6.243764814;-0.048292706;white;3;Pip
20180717_43_white3;-5.779322624;Right;Forest;0.220246483;4.913568354;3.703862709;white;3;Pip
20180717_43_white3;1.33899045;Left;Open;0.91522664;12.91773751;-2.587917274;white;3;Pip
20180717_43_white3;1.130311728;Left;Open;0.617283232;11.52037375;-0.983116778;white;3;Pip
20180717_43_white3;1.104124665;Left;Open;0.598613822;11.38916827;1.477613165;white;3;Pip
20180717_43_white3;0.807204127;Left;Open;0.36291007;9.830339204;0.087452343;white;3;Pip
20180717_43_white3;-0.684724271;Left;Forest;0.151696052;7.196620435;-0.173844155;white;3;Pip
20180717_43_white3;-3.640996695;Left;Forest;0.142935065;5.357578854;3.877162575;white;3;Pip
20180717_43_white3;4.973966122;Left;Open;0.575316503;12.09538526;-1.244456217;white;3;Pip
20180717_43_white3;4.739685535;Left;Forest;0.490566451;11.59123146;-1.326932175;white;3;Pip
20180717_43_white3;4.464812756;Left;Forest;0.408656203;11.04435098;-1.702362134;white;3;Pip
20180717_43_white3;3.751859188;Left;Forest;0.259216889;9.891585413;-2.745219565;white;3;Pip
20180717_43_white3;2.973576784;Left;Forest;0.163742025;8.850167405;-3.930539846;white;3;Pip
20180717_43_white3;2.173874855;Left;Forest;0.104026006;7.792623988;-1.644532636;white;3;Pip
20180717_43_white3;1.279296041;Left;Forest;0.078931216;6.96637873;-0.189692409;white;3;Pip
20180717_43_white3;-0.178153887;Left;Forest;0.077992072;6.27053686;1.606827233;white;3;Pip
20180717_43_white3;-1.5150038;Left;Forest;0.163120876;6.901421535;2.99749401;white;3;Pip
20180717_43_white3;-1.783242106;Left;Forest;0.201143426;7.241956668;3.993597767;white;3;Pip
20180717_43_white3;-1.906655073;Left;Forest;0.274689865;7.960477603;2.303293824;white;3;Pip
20180717_43_white3;-1.958858371;Left;Open;0.453525537;9.428688129;2.316578358;white;3;Pip
20180717_43_white3;-2.068201542;Left;Open;0.560933072;10.17098065;5.309631428;white;3;Pip
20180717_43_white3;-1.734770536;Left;Open;0.673216028;10.9422738;1.999553579;white;3;Pip
20180717_43_white3;5.396070957;Left;Open;0.841214712;13.48993396;0.703495972;white;3;Pip
20180717_43_white3;3.800828457;Left;Forest;0.426239779;11.09505945;-1.166701711;white;3;Pip
20180717_43_white3;3.561368942;Left;Forest;0.378231669;10.70946503;0.309237404;white;3;Pip
20180717_43_white3;2.1894207;Left;Forest;0.12016225;7.959110869;7.363982013;white;3;Pip
20180717_43_white3;1.935138583;Left;Forest;0.100487704;7.348749381;9.465810598;white;3;Pip
20180717_43_white3;1.970446825;Left;Forest;0.137333135;6.895573592;16.33250906;white;3;Pip
20180717_43_white3;4.465809345;Left;Forest;0.219906754;9.648744027;13.61281645;white;3;Pip
20180717_43_white3;4.472648621;Left;Forest;0.257477361;10.23966427;10.3158428;white;3;Pip
20180717_43_white3;4.442562103;Left;Forest;0.373100989;11.00127477;6.978151671;white;3;Pip
20180717_43_white3;4.662443161;Left;Open;0.554339349;12.05955023;5.384531558;white;3;Pip
20180717_43_white3;4.531868458;Left;Open;0.545765584;11.94853404;1.007301763;white;3;Pip
20180717_43_white3;3.920575619;Left;Forest;0.427904222;11.11612481;-1.324833237;white;3;Pip
20180717_43_white3;3.889785528;Left;Forest;0.364782425;10.7721859;5.236293812;white;3;Pip
20180717_43_white3;3.160405874;Left;Forest;0.219327383;9.420381499;7.271871928;white;3;Pip
20180717_43_white3;1.878602982;Left;Forest;0.113811299;7.782182238;5.019665273;white;3;Pip
20180717_43_white3;1.187188625;Left;Forest;0.088975958;6.953356558;9.046553448;white;3;Pip
20180717_43_white3;-0.422547549;Left;Forest;0.08917679;6.04356597;25.47059214;white;3;Pip
20180717_43_white3;-0.967541337;Left;Forest;0.107305797;6.340171582;31.37556945;white;3;Pip
20180717_43_white3;-2.074271679;Left;Forest;0.166068947;6.691464375;19.97382209;white;3;Pip
20180717_43_white3;-1.753469348;Left;Forest;0.257888784;7.817376009;4.972343415;white;3;Pip
20180717_43_white3;-1.999939322;Left;Open;0.388855243;8.905023001;8.637379209;white;3;Pip
20180717_43_white3;5.221988678;Left;Open;0.738635983;12.98328023;0.389939631;white;3;Pip
20180717_43_white3;4.397253036;Left;Forest;0.457063601;11.39743207;0.605164285;white;3;Pip
20180717_43_white3;4.540106773;Left;Forest;0.451812161;11.43074932;3.045970526;white;3;Pip
20180717_43_white3;3.193214417;Left;Forest;0.225032859;9.498709043;0.516817428;white;3;Pip
20180717_43_white3;2.353379726;Left;Forest;0.141707187;8.377959363;-0.076036098;white;3;Pip
20180717_43_white3;1.43172276;Left;Forest;0.114066364;7.60436323;5.370150811;white;3;Pip
20180717_43_white3;0.456795007;Left;Forest;0.108959349;7.066289838;6.50480384;white;3;Pip
20180717_43_white3;-0.739582121;Left;Forest;0.152919735;7.084062761;6.695248379;white;3;Pip
20180717_43_white3;-1.296713471;Left;Forest;0.226974225;7.723624529;6.951736183;white;3;Pip
20180717_43_white3;-1.834828019;Left;Open;0.410514059;9.150471428;5.246737237;white;3;Pip
20180717_43_white3;-1.763586044;Left;Open;0.677638995;10.94928796;3.068960372;white;3;Pip
20180717_43_white3;6.366894245;Left;Forest;0.896778775;12.81729183;-9.937718255;white;3;Pip
20180717_43_white3;6.286456108;Left;Forest;0.811036141;12.46673397;-8.938051553;white;3;Pip
20180717_43_white3;5.606641769;Left;Forest;0.580101654;11.47112994;-8.67871568;white;3;Pip
20180717_43_white3;4.878812313;Left;Forest;0.369720134;10.46801537;-8.033377828;white;3;Pip
20180717_43_white3;4.20578289;Left;Forest;0.262078819;9.724660918;-8.776144226;white;3;Pip
20180717_43_white3;4.059730053;Left;Forest;0.226186268;9.440135646;-7.537410918;white;3;Pip
20180717_43_white3;3.488614321;Left;Forest;0.167191265;8.823602214;-7.825037399;white;3;Pip
20180717_43_white3;3.145008326;Left;Forest;0.137929678;8.393009418;-6.688533133;white;3;Pip
20180717_43_white3;2.114394188;Left;Forest;0.088361562;7.38602504;-5.930248761;white;3;Pip
20180717_43_white3;1.165688276;Left;Forest;0.066831431;6.669978127;-6.260494498;white;3;Pip
20180717_43_white3;-0.220422238;Left;Forest;0.066044029;6.146433726;-5.912117795;white;3;Pip
20180717_43_white3;-1.240221024;Left;Forest;0.116174063;6.518363173;-4.654814779;white;3;Pip
20180717_43_white3;-1.460626125;Left;Forest;0.153137784;6.889926685;-2.378832245;white;3;Pip
20180717_43_white3;-1.633159518;Left;Forest;0.183955035;7.205817265;-3.424942251;white;3;Pip
20180717_43_white3;-1.837654591;Left;Forest;0.27359832;8.023123523;-2.540885406;white;3;Pip
20180717_43_white3;-1.897720456;Left;Open;0.44528528;9.385231196;-0.984340237;white;3;Pip
20180717_43_white3;5.845516682;Left;Open;0.94422797;13.69810793;-2.989307548;white;3;Pip
20180717_43_white3;5.396589756;Left;Open;0.743333981;12.89012378;-2.852934135;white;3;Pip
20180717_43_white3;4.327055454;Left;Forest;0.451251175;11.17056211;-3.223752971;white;3;Pip
20180717_43_white3;4.226542473;Left;Forest;0.357630248;10.67191781;-2.155265459;white;3;Pip
20180717_43_white3;3.888024569;Left;Forest;0.282135568;10.10077621;-1.951538295;white;3;Pip
20180717_43_white3;3.315781593;Left;Forest;0.204274241;9.341975233;-3.049689533;white;3;Pip
20180717_43_white3;3.187718868;Left;Forest;0.175034527;9.01357688;-1.216116345;white;3;Pip
20180717_43_white3;2.635142088;Left;Forest;0.131489721;8.364581618;-3.339416224;white;3;Pip
20180717_43_white3;2.347819328;Left;Forest;0.110299404;7.936417781;-0.891776634;white;3;Pip
20180717_43_white3;2.022236824;Left;Forest;0.096210126;7.5218075;1.549162742;white;3;Pip
20180717_43_white3;1.017834425;Left;Forest;0.073232355;6.67108275;0.229770612;white;3;Pip
20180717_43_white3;0.542412639;Left;Forest;0.074170903;6.462755668;3.931700378;white;3;Pip
20180717_43_white3;-0.210988626;Left;Forest;0.086476793;6.390581887;4.688001016;white;3;Pip
20180717_43_white3;-0.992489874;Left;Forest;0.163099687;7.133962942;4.842286746;white;3;Pip
20180717_43_white3;-1.330638289;Left;Forest;0.25180507;7.975677947;4.201562843;white;3;Pip
20180717_43_white3;-1.386028528;Left;Open;0.387179325;9.153889754;3.18396715;white;3;Pip
20180717_43_white3;5.457668304;Left;Open;0.791748935;13.18066917;-0.980273439;white;3;Pip
20180717_43_white3;4.878735065;Left;Open;0.580047625;12.12012799;-0.765142597;white;3;Pip
20180717_43_white3;4.606137276;Left;Forest;0.506679059;11.61290067;-1.028821496;white;3;Pip
20180717_43_white3;3.538372993;Left;Forest;0.270801329;9.951759039;-0.995356262;white;3;Pip
20180717_43_white3;2.80192256;Left;Forest;0.184157584;8.9983896;0.374064642;white;3;Pip
20180717_43_white3;2.25274992;Left;Forest;0.143294978;8.322272871;-1.169241527;white;3;Pip
20180717_43_white3;1.510559797;Left;Forest;0.129063816;7.848797536;5.903243134;white;3;Pip
20180717_43_white3;0.24582693;Left;Forest;0.145609833;7.479422778;6.486970656;white;3;Pip
20180717_43_white3;-0.995743334;Left;Forest;0.294793747;8.502886689;8.091442877;white;3;Pip
20180717_43_white3;-1.306274414;Left;Open;0.402869582;9.286436022;6.657265309;white;3;Pip
20180717_43_white3;5.766149998;Left;Open;0.829393591;13.30326132;-2.379389465;white;3;Pip
20180717_43_white3;5.058125019;Left;Open;0.59665099;12.17109044;-2.44181654;white;3;Pip
20180717_43_white3;4.468622208;Left;Forest;0.426988812;11.13437593;-2.31879374;white;3;Pip
20180717_43_white3;4.631874084;Left;Forest;0.419568049;11.17799332;0.300325547;white;3;Pip
20180717_43_white3;3.01667881;Left;Forest;0.164193497;8.85390298;-0.44043556;white;3;Pip
20180717_43_white3;2.65871644;Left;Forest;0.135085293;8.371986962;0.289834059;white;3;Pip
20180717_43_white3;2.019107342;Left;Forest;0.099842969;7.685655158;-1.821239318;white;3;Pip
20180717_43_white3;1.75723815;Left;Forest;0.095038372;7.428444123;2.513898828;white;3;Pip
20180717_43_white3;0.452144563;Left;Forest;0.083939941;6.652682472;5.234586698;white;3;Pip
20180717_43_white3;0.174950838;Left;Forest;0.088849022;6.621624435;5.163212018;white;3;Pip
20180717_43_white3;-0.534219503;Left;Forest;0.159971167;7.319463462;4.929103035;white;3;Pip
20180717_43_white3;-0.264915377;Left;Open;0.299367078;8.911330983;2.783116594;white;3;Pip
20180717_43_white3;0.5301947;Left;Open;0.668381592;11.65005723;2.310800552;white;3;Pip
20180717_43_white3;-1.989825487;Left;Forest;0.262767628;8.817687298;42.76324306;white;3;Pip
20180717_43_white3;-2.87062645;Left;Forest;0.12770356;5.92391731;36.0728913;white;3;Pip
20180717_43_white3;-5.13960886;Right;Forest;0.230364608;6.486231428;50.19495179;white;3;Pip
