fichier;temps..s.;x..m.;X.dx..m..1;y..m.;X.dy..m..1;z..m.;X.dz..m..1;fsigmax..Hz.;ID
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;148.8159943;-0.435148925;0.00575306;5.96599102;0.019592458;3.741105795;0.028886514;43217.08984;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;148.9696045;-1.557841778;0.009690874;5.860984325;0.022693634;3.190166473;0.028146027;45104.30859;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;149.1616058;-2.894371748;0.013850388;5.343606949;0.024298698;2.277402163;0.020373981;44451.25781;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;149.3567963;-4.340063572;0.028591566;5.281002045;0.041681115;1.958829045;0.022869296;42970.70313;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;168.4992065;-0.398166388;0.002013776;-1.901134968;0.003405422;0.858268201;0.014958016;40014.97266;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;187.9552002;13.52081776;0.594996035;2.713554621;0.117020555;4.597205639;0.191742018;43752.91797;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;188.3296051;11.57500648;0.245853215;3.068438053;0.068533823;4.917425632;0.109227613;43706.25391;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;188.4320068;10.884552;0.229904011;3.143281698;0.064946212;4.906274319;0.107867703;41957.375;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;188.6112061;9.682645798;0.168056324;3.428432703;0.058236137;4.928398609;0.092497073;43046.32031;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;188.7167969;9.180711746;0.171506003;3.530444145;0.063364074;4.980243683;0.100659281;41803.05859;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;188.9024048;7.890446186;0.139906764;3.728458166;0.054538853;5.089818478;0.081511036;42521.71094;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;189.0112;7.204885006;0.079272933;3.902558565;0.042686306;5.194323063;0.066216879;41938.76953;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;189.116806;5.837520599;0.04644179;3.708614111;0.026504466;4.824048042;0.047518075;42577.69531;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;189.2191925;5.316299438;0.030071234;3.882297993;0.019505307;4.998504639;0.036078658;44269.50781;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;189.3247986;5.942940235;0.075714417;5.233096123;0.054689888;5.997668743;0.075337373;41055.09766;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;189.4624023;5.30700922;0.059592027;5.005702972;0.061598372;6.121707916;0.076938294;41247.55859;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;189.5935974;3.072129726;0.016577182;4.578495979;0.019877397;5.052794933;0.032799833;43337.03516;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;189.6927948;2.668552399;0.021522619;5.077986717;0.030180315;5.314877033;0.044236269;42127.62891;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;189.7888031;2.082607269;0.008998705;5.527977467;0.020001017;5.698467255;0.030312283;44307.85938;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;189.8847961;1.437875509;0.00912549;5.400215149;0.026326226;5.547329426;0.040001377;42359.27734;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;190.035202;0.320867211;0.004806013;5.236493111;0.018979279;5.562010288;0.027764315;44267.58203;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;190.128006;-0.191554353;0.005468324;5.151184559;0.02441523;5.718971252;0.035502136;45017.85938;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;190.3648071;-1.594279408;0.00664017;4.232992649;0.013640119;5.662423134;0.019963134;45016.71484;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;190.4864044;-2.098309517;0.009138009;3.593728781;0.016896907;5.669511318;0.020735089;46672.42188;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;191.270401;10.0353117;0.181304604;5.93865633;0.109753758;12.05200005;0.220092982;41839.50781;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;191.5455933;6.988077641;0.076669164;5.706307411;0.064568147;10.10692215;0.115177438;42159.16797;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;191.8240051;6.908879757;0.104958892;9.146256447;0.121260986;13.41480446;0.190205902;40705.11719;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;192.1152039;3.987082481;0.053053245;10.71069908;0.119712755;13.68162155;0.165903866;40606.07031;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;210.9407959;12.86014652;0.486172289;2.666607618;0.093515523;2.919141531;0.10453362;43106.16016;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;211.0559998;12.65326881;0.379070133;2.925907373;0.078859262;3.173996449;0.094395742;40633.53906;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;211.1616058;19.44083977;0.91413784;4.643872261;0.200741559;3.84357214;0.172380403;41846.61328;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;211.2736053;10.92823601;0.237984985;3.120930433;0.067000233;3.479199886;0.083486103;40697.5;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;211.4720001;9.578260422;0.146147579;3.331733227;0.046391435;3.762051344;0.06708689;42367.39063;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;211.5807953;8.961016655;0.152843297;3.379204512;0.054724801;3.897185802;0.0762861;39704.65625;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;211.7920074;7.02852869;0.064583942;3.209344864;0.028223619;3.96774745;0.04634802;43219.9375;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;211.9199982;7.578698635;0.089815065;3.879639149;0.039257783;4.635331631;0.057655763;39492.625;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;212.0480042;5.518090725;0.033339128;3.490074635;0.020253919;4.101390362;0.035807934;42470.56641;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;212.1696014;5.460446835;0.0449365;3.803970814;0.02605129;4.369937897;0.043481864;40139.78906;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;212.3712006;3.502969742;0.013685101;4.155024052;0.014129699;3.819100142;0.02513288;43148.15625;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;212.576004;9.395068169;0.139779463;2.998197556;0.047734104;6.452266693;0.10008762;43113.79297;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;212.6271973;1.762676001;0.006842298;4.409429073;0.017003445;3.291040182;0.024829062;41771.59766;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;212.7584076;0.762153625;0.003506458;4.595933914;0.012188831;3.188590288;0.020442287;45014.16797;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;212.8607941;0.00452195;0.003927507;4.630529881;0.015901886;3.025782585;0.023214085;43386.76563;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;212.9631958;0;17182;0;17182;0;17182;41506.72266;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;213.0720062;-1.651655912;0.00720756;4.566961765;0.014772367;2.615466356;0.017980335;43217.00781;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;213.2799988;-3.326447725;0.014711952;4.442819118;0.021199033;2.220823526;0.014827996;43821.64063;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;213.3408051;5.658278465;0.036177944;3.887123585;0.027943436;7.542241096;0.053075761;43029.77344;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;213.5104065;-5.231610298;0.041369502;4.317299366;0.043587886;1.905928612;0.019650372;41978.72656;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;213.5648041;4.103332996;0.022031249;4.230614662;0.024806671;7.449129105;0.044446588;42588.82422;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;213.6992035;3.173820019;0.017742453;4.415785313;0.020429086;7.239135265;0.040889308;44385.94531;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;213.8079987;2.327061892;0.015881458;4.33594799;0.022614254;6.715863705;0.044173203;42338.96094;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;213.9232025;1.580921888;0.008351636;4.246576786;0.016237594;6.440990448;0.032384355;43734.74609;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;214.0256042;0.959059358;0.006458422;4.582400799;0.018272839;6.613363266;0.032946885;44932.87109;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;214.1248016;0.295568645;0.006360597;4.525761127;0.018939255;6.629452705;0.022972163;44122.52734;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;214.2079926;-0.193147629;0.009482303;4.457945824;0.031447351;6.594556332;0.035281245;42912.59375;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;222.9888;14.21671009;0.526165545;2.827900171;0.099946357;3.398596525;0.118967451;42552.04297;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;223.0879974;13.72834396;0.555695653;3.053467035;0.115376234;3.473483562;0.134238258;42624.51953;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;223.4559937;10.788167;0.235597566;3.297467709;0.071338244;3.561567545;0.085403159;41943.69531;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;223.6320038;9.846553802;0.144817054;3.580671072;0.046714488;3.875498772;0.068786018;42136.80469;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;223.7344055;9.198981285;0.136830971;3.649658918;0.051983453;3.967421055;0.069600485;41360.45703;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;223.907196;9.427656174;0.131114244;4.398783207;0.058716405;4.683849335;0.077186324;41958.13281;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;224.0223999;7.480105877;0.095643319;3.959739447;0.049308907;4.310168743;0.066622056;40736.88672;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;224.2015991;5.730679989;0.043548018;3.62214303;0.029608727;4.036486149;0.041085143;42515.60547;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;224.3040009;6.731350422;0.072730698;4.953775883;0.051682524;5.121113777;0.067406021;40066.67578;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;224.4192047;5.082467079;0.028215133;4.899023533;0.023692815;4.643966675;0.036962535;41920.50391;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;224.5343933;3.967334509;0.029042969;4.504985332;0.026181681;4.088547707;0.040006764;40503.14063;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;224.7135925;2.850282431;0.01099101;5.316289902;0.020467602;3.7760427;0.029064011;41178.45313;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;224.8159943;2.286670446;0.017864486;5.280515194;0.029901039;3.942369699;0.039425794;40846.46484;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;224.9279938;1.506907701;0.004998058;5.859021664;0.018945117;4.036736012;0.027507374;42493.65625;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;225.0303955;1.116477132;0.006744716;6.403182983;0.028895985;4.439698219;0.035562221;41233.09766;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;225.1551971;-0.073937908;0.004765637;6.164793015;0.023919906;3.854519606;0.027462089;42416.65234;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;225.235199;-0.578462958;0.00664733;5.993840694;0.033215035;3.610554934;0.032624748;46229.20313;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;225.3343964;-1.297149658;0.009804114;6.31945467;0.029946089;3.640418768;0.033346459;43714.90234;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;225.459198;-2.206741095;0.012877623;5.94100666;0.025922844;2.998711348;0.027665021;45710.83203;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;270.1216125;11.15346336;0.221120521;4.340402126;0.088187359;9.43571949;0.189455807;42042.72266;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;270.2272034;10.42132854;0.361997783;4.404973984;0.152022853;9.330121994;0.323569924;39635.98438;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;270.4096069;9.052267075;0.115696378;4.626817226;0.061246149;9.59475708;0.126382604;42514.23828;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;270.5184021;9.005415916;0.192982301;4.794017315;0.105875216;10.08661556;0.217789516;39121.66016;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;270.694397;7.269604683;0.084322363;4.901175976;0.061832085;10.00874043;0.117947392;40568.15625;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;270.8959961;5.995571136;0.06440562;4.967541695;0.060329013;10.50688076;0.113368846;40023.33984;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;270.9952087;3.876804113;0.041343953;3.885596514;0.045744255;8.218557358;0.084935181;39331.27734;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;271.0975952;4.097412586;0.026686855;4.353365898;0.030686522;9.282958031;0.06004642;41560.37891;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;271.3887939;2.601684093;0.022960044;4.084805965;0.033705372;10.18310165;0.074733153;40392.57813;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;271.4943848;1.479091763;0.019944226;3.882929325;0.0356667;7.336297512;0.074415527;38910.52734;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;271.6799927;1.11273849;0.014373117;4.601487637;0.033855621;11.35294151;0.092853136;40862.50781;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;288.3424072;-0.392528951;0.002071891;-1.908609033;0.003583101;0.851527393;0.015056743;40069.0625;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;300.8320007;13.71241379;0.632220626;3.999307156;0.163579881;2.05269742;0.118358418;41603.77734;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;301.0303955;13.1055479;0.479950637;3.920829058;0.125650972;2.316048384;0.102107875;41948.42578;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;301.1328125;12.25062943;0.417545736;3.769634962;0.122000374;2.429617405;0.098462664;42059.375;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;301.3088074;11.71308231;0.291604608;3.924947977;0.083890013;2.793212891;0.087428078;40625.58984;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;301.4079895;10.88999367;0.269196153;3.858056784;0.087459072;2.843083858;0.087509722;42571.23047;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;301.5104065;11.03454304;0.266819388;4.069911957;0.090130143;3.213744402;0.093191691;41129.25391;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;301.6064148;10.01399994;0.177506164;3.904881477;0.064201921;3.274844408;0.073458031;42273.80469;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;301.7055969;9.633403778;0.170491934;3.951652288;0.068013266;3.492329121;0.075752422;40621.79688;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;301.8944092;8.659176826;0.157173336;3.993510962;0.064362422;3.804307938;0.084065832;41745.55078;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;302;8.118215561;0.117363691;4.11264801;0.057116285;4.003879547;0.072069526;41016.39063;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;302.1888123;9.496909142;0.209511936;5.28839159;0.099246219;5.093485832;0.113167658;40052.11328;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;302.2911987;6.019517899;0.044457253;4.154180527;0.029880483;4.063799858;0.043331292;43109.42578;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;302.438385;5.139813423;0.042818639;4.284519672;0.03658412;3.935041904;0.04618204;41026.65234;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;310.2272034;-4.134021282;0.037691712;7.430921078;0.073303349;1.543358445;0.069624163;40615.15625;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;310.3295898;-4.605856895;0.040910874;7.235244751;0.074861035;1.691040039;0.058237806;45014.94531;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;310.4255981;-4.848198891;0.073936887;7.007889271;0.126501784;1.793590784;0.082879566;40462.45703;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;310.5280151;-5.448105812;0.053280227;6.81951046;0.080946013;1.801181078;0.049079318;40917.36719;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;310.6239929;-8.104301453;0.140492812;10.05950451;0.204531834;2.421930552;0.096497267;41491.19531;20180710_104_red67
C:/Users/barre/Documents/Postdoc_Chirolum/Papiers/PaysBas_trajecto/DATA/FILES_XLS/File_Y2018M7D10H23M31_1_545.xls;310.7264099;-6.507826328;0.074315578;6.503810883;0.091425367;1.858317494;0.042599659;41254.59766;20180710_104_red67
